#{"t_start": 1766974752.8905942, "env_id": "CustomHopper-source-v0"}
r,l,t
155.526594,124,13.366173
10.447419,29,13.38482
15.604576,16,13.401618
3.449366,11,13.411657
101.485694,56,13.458306
5.330245,19,13.481356
143.517128,83,13.547752
141.259989,78,13.615454
76.101855,44,13.646315
72.732688,42,13.677915
9.535201,13,13.697548
91.105367,50,13.736221
49.350481,46,13.771836
53.126444,32,13.804865
10.277919,13,13.814864
110.722859,73,13.869474
82.588204,47,13.923469
75.60905,49,14.06152
8.309096,13,14.067873
125.422459,81,14.150965
87.018522,48,14.193853
78.153338,45,14.230904
6.297533,11,14.246977
73.034603,42,14.283434
11.16043,13,14.294679
22.3293,19,14.308863
21.254098,20,14.33077
55.530707,33,14.364764
12.61797,17,14.380024
56.189237,34,14.407507
6.084043,10,14.407507
13.705905,19,14.42907
31.857228,27,14.458615
13.179725,19,14.490533
12.434684,16,14.505139
27.074398,26,14.524421
16.825611,25,14.549454
6.736188,17,14.55522
61.56752,49,14.613057
14.109163,19,14.62806
27.003701,30,14.649848
8.295825,12,14.659615
60.334345,35,14.689451
80.49252,49,14.74021
9.016347,14,14.751258
7.110298,10,14.759292
175.591581,114,14.862923
45.521351,37,14.894527
23.849062,23,14.912882
95.303331,54,14.967329
124.219594,63,15.019052
116.390933,62,15.078149
90.919986,60,15.128843
21.529362,21,15.15591
17.304535,34,15.184842
70.167243,43,15.220454
152.265907,81,15.294227
131.535005,82,15.36959
83.321113,74,15.428584
172.041454,89,15.51426
194.225168,97,15.614676
39.038943,41,15.65004
11.66601,25,15.667124
7.789726,14,15.691144
13.447705,14,15.70533
12.004723,16,15.71703
73.011798,41,17.622375
140.409366,70,17.677766
96.374445,71,17.747064
65.209914,38,17.76692
72.522745,42,17.825069
155.969049,75,17.899762
18.477727,18,17.930982
9.808077,15,17.948448
100.676135,61,18.007714
191.808813,85,18.095059
145.148606,72,18.174125
20.05416,20,18.193058
301.563385,170,18.33969
9.791178,13,18.360449
8.503416,29,18.382892
121.276239,68,18.439521
117.577243,80,18.511425
43.503923,34,18.536518
101.713916,54,18.59006
60.859179,35,18.617858
37.19596,36,18.648969
213.182127,94,18.733703
7.11679,10,18.741736
7.015452,11,18.750153
56.294879,58,18.902457
85.755834,49,18.954862
51.914209,45,18.994712
16.689722,21,19.014551
14.482106,15,19.026588
63.43345,37,19.068383
105.483509,64,19.125665
12.66015,15,19.138261
213.998758,113,19.248213
67.94254,48,19.298652
9.238174,22,19.3154
7.480837,16,19.3154
158.470787,75,19.401592
40.819419,32,19.428929
46.387644,49,19.47286
23.618544,24,19.492678
146.272774,78,19.56868
41.642168,38,19.601692
17.505312,19,19.62553
63.47278,41,19.648496
74.173585,48,19.701488
72.132278,40,19.744151
78.333252,47,19.785276
90.152355,51,19.833631
77.203387,44,19.872477
107.190546,61,19.932534
139.942446,73,19.988847
52.920038,42,20.026471
31.81415,35,20.067468
82.327372,49,20.110583
44.200262,34,20.143665
122.8232,80,20.210898
123.513585,77,20.286251
94.415557,51,20.326396
27.238257,23,20.337696
142.818699,76,20.41167
102.530184,82,20.487006
49.971058,52,20.529853
42.378766,31,20.558892
6.291542,12,20.570437
112.09905,57,20.614943
157.670699,72,20.682238
111.999737,61,20.732757
35.235128,29,20.76271
58.35444,33,20.790855
193.398785,132,20.957079
11.369513,14,20.973083
60.984254,36,21.011216
141.33265,70,21.077864
68.419369,40,21.111426
95.192004,52,21.160907
40.31761,49,21.310847
153.303567,73,21.382056
69.888846,45,21.419777
62.657971,36,21.4512
3.228055,13,21.46324
143.346703,69,21.532395
86.736022,46,21.563553
138.538364,70,21.642178
34.221671,28,23.449111
210.620639,93,23.621494
171.553834,83,23.720781
7.150001,10,23.731053
169.149494,104,23.833516
