#{"t_start": 1766960428.6837373, "env_id": "CustomHopper-source-v0"}
r,l,t
10.260218,20,0.06521
5.648457,9,0.0769
10.968701,24,0.102903
20.740834,21,0.1229
5.500698,10,0.132817
15.137462,21,0.162545
4.141844,7,0.170429
5.895497,13,0.182422
6.871935,11,0.193484
7.687083,11,0.207479
3.875698,25,0.231843
10.275974,16,0.248485
10.652819,28,0.27894
5.649466,9,0.286918
6.265958,16,0.303494
7.472316,12,0.315512
6.511736,19,0.331092
46.480811,34,0.363505
7.057524,10,0.375105
12.737811,17,0.396564
3.112776,7,0.401563
4.40077,14,0.415052
22.648629,30,0.441278
32.648203,27,0.462777
10.229772,12,0.472777
41.192654,30,0.505772
7.296722,10,0.517735
6.688172,13,0.529343
11.762595,25,0.54168
14.84577,23,0.573012
7.561135,16,0.587389
5.82095,10,0.593649
5.19123,13,0.607434
4.844858,11,0.626806
6.666083,11,0.627808
23.311197,25,0.658391
8.660338,11,0.667401
5.802371,9,0.674701
7.288906,13,0.685705
13.498651,15,0.699708
6.919146,15,0.712574
4.725459,13,0.731563
6.411444,10,0.739194
12.400845,14,0.75122
42.15141,42,0.784619
6.98475,14,0.79761
6.758352,11,0.806637
6.736831,11,0.808346
29.248962,41,0.872921
15.858666,16,0.892005
24.463093,23,0.908002
4.635224,10,0.908002
36.341427,27,0.945865
57.191857,41,0.988533
10.668184,23,1.00876
23.057198,22,1.027751
23.351485,25,1.061427
5.79657,17,1.08639
3.33349,8,1.094612
21.681782,25,1.121405
6.444932,11,1.132084
26.238172,25,1.146955
7.854118,12,1.175521
5.411065,10,1.181916
8.806983,36,1.22237
64.790403,48,1.344089
17.944185,21,1.384342
31.85611,24,1.413867
10.486543,17,1.431634
8.539957,19,1.450216
12.499575,18,1.460885
8.1629,11,1.479252
2.05171,12,1.488251
6.001392,10,1.499034
5.422235,9,1.507053
5.726225,9,1.524225
24.61426,23,1.547234
10.764361,14,1.561974
27.106363,24,1.584062
3.240812,7,1.589061
19.011332,22,1.6087
12.069069,16,1.6087
45.547033,35,1.662895
7.839317,23,1.675272
14.980919,16,1.699301
3.397059,8,1.706289
7.267057,13,1.717285
9.192824,27,1.748234
5.834752,9,1.758642
4.04535,16,1.776312
11.153483,14,1.787319
14.309706,16,1.790896
6.932825,10,1.81143
5.380041,24,1.830471
11.603596,14,1.843103
15.924264,34,1.880161
6.493036,9,1.891961
26.92618,29,1.910413
6.039177,10,1.926215
5.121361,9,1.933618
13.937429,15,1.946985
8.940254,27,1.957706
6.451123,15,1.991869
5.248582,11,1.992871
7.122379,14,2.014692
15.539971,36,2.046633
38.249744,64,2.109667
4.498913,10,2.120434
5.037709,10,2.128469
21.41004,22,2.141048
6.328382,13,2.159467
26.204954,24,2.180456
28.681203,26,2.211388
4.799859,8,2.217388
17.587667,22,2.235205
20.355353,46,2.273267
9.461357,17,2.286184
10.335995,35,2.32512
4.396432,20,2.344646
13.10611,18,2.357566
19.054237,18,2.366041
5.549794,12,2.38384
4.203092,10,2.392843
13.853265,16,2.405925
3.009639,8,2.407456
16.003578,20,2.436772
11.042186,15,2.451033
4.192104,10,2.460162
14.83736,16,2.474163
7.665275,13,2.486864
6.980465,16,2.509931
6.16099,15,2.513209
29.956969,29,2.54737
4.683599,9,2.563348
9.64989,23,2.574125
7.953336,14,2.594483
7.575268,18,2.61155
11.0293,15,2.623962
20.73569,27,2.652628
3.470803,10,2.662802
8.6632,14,2.673563
5.638981,12,2.683882
74.04596,61,2.738072
11.643429,13,2.740583
17.488267,20,2.775365
7.967995,12,2.775365
12.218537,19,2.802723
8.518284,18,2.808244
8.283428,12,2.828701
20.188139,19,2.844788
15.442477,36,2.878835
6.725647,10,2.890438
9.155097,15,2.892412
34.599658,32,2.929118
6.737202,16,2.946182
52.364776,36,2.973779
5.590821,10,2.973779
6.830369,12,3.000366
3.425161,17,3.010007
8.26903,13,3.024703
6.656048,19,3.040587
5.551156,13,3.040587
4.749443,9,3.059929
48.558054,39,3.09128
21.53275,23,3.118677
9.701852,27,3.142945
13.33036,18,3.15918
22.81395,24,3.180725
66.473354,60,3.239536
24.723966,28,3.265989
18.654169,21,3.273864
6.856654,12,3.293951
20.400854,28,3.316863
8.844413,23,3.332178
11.193838,15,3.356878
6.726912,11,3.359967
19.197888,22,3.384589
67.100558,48,3.427504
12.308885,13,3.436503
16.356683,19,3.46208
34.891457,48,3.490341
6.56064,33,3.531579
6.172509,13,3.545573
7.288792,11,3.567009
4.150342,11,3.584225
6.205943,11,3.602286
4.567522,9,3.616956
8.719024,13,3.635724
9.134478,15,3.656595
44.183804,37,3.712777
5.538234,9,3.720777
66.635251,45,3.76683
7.13884,13,3.773901
3.877435,21,3.80376
4.459428,9,3.810168
15.333086,26,3.837303
27.268843,34,3.868477
20.588887,20,3.886479
9.93815,14,3.899271
27.407073,37,3.940832
8.222929,11,3.950832
9.969257,14,3.962908
19.730637,23,3.983203
77.501495,58,4.040753
8.358864,13,4.052751
3.033453,10,4.062845
4.726664,12,4.073631
5.220178,12,4.083332
23.18901,26,4.108484
62.123276,48,4.158487
8.647904,12,4.158487
19.809087,19,6.268359
6.225069,13,6.272743
33.10008,29,6.309319
17.371469,18,6.325348
38.490054,34,6.33936
62.329036,36,6.384526
6.961702,16,6.407519
9.631561,14,6.418805
24.037931,25,6.439065
56.10882,37,6.471183
31.990298,29,6.491932
5.038429,16,6.502933
55.545531,56,6.556146
10.481227,27,6.595096
44.109539,42,6.646706
20.281543,25,6.669701
17.108134,21,6.672628
17.292601,29,6.713731
3.780755,11,6.729212
