#{"t_start": 1766973438.5710595, "env_id": "CustomHopper-source-v0"}
r,l,t
1.741012,16,0.06218
7.662429,11,0.075182
22.287682,34,0.104996
25.121899,25,0.11384
4.921485,9,0.130854
10.271563,13,0.130854
6.556565,16,0.166306
66.024221,54,0.202521
2.466249,13,0.222133
16.619939,22,0.234002
4.457297,16,0.247845
6.715124,13,0.247845
12.503936,26,0.289338
7.184478,12,0.29815
8.614413,17,0.312656
15.917773,17,0.319822
18.387399,19,0.335752
4.285538,25,0.362963
3.783874,9,0.362963
14.972254,17,0.393896
48.366849,47,0.430268
9.835925,12,0.430268
5.829714,12,0.44835
7.999923,12,0.464295
9.047734,13,0.470494
153.631347,89,0.546887
15.636945,17,0.566957
11.770485,18,0.587621
15.050233,15,0.610123
10.546067,14,0.625465
2.917897,11,0.630085
0.751416,10,0.630085
5.860046,14,0.645849
21.965336,38,0.682563
8.55035,12,0.682563
19.901821,26,0.725186
4.290396,13,0.737473
2.769377,22,0.746813
8.540224,17,0.763909
19.506904,21,0.788155
23.165097,23,0.805371
12.835927,23,0.81062
3.580798,8,0.836932
34.010558,35,0.8637
3.570263,13,0.878963
7.555982,18,0.894951
29.365916,28,0.913739
7.000498,20,0.935367
7.44122,11,0.953229
5.70621,16,0.964661
25.51595,22,0.982848
6.15948,11,0.995605
7.755022,22,1.013712
87.220438,57,1.075497
20.383835,19,1.090085
16.45679,20,1.116849
90.273191,64,1.188868
4.592053,13,1.197021
10.148467,22,1.222709
4.535065,8,1.238161
18.027996,19,1.322185
27.103966,32,1.36425
13.903429,24,1.400931
8.812967,14,1.411931
11.361199,16,1.41362
9.090427,30,1.446905
8.990264,16,1.463557
13.782497,15,1.482599
7.952443,13,1.502003
5.620902,11,1.510002
6.998999,13,1.521992
9.048349,13,1.530125
11.206567,19,1.5467
13.422845,18,1.563506
11.727407,13,1.578714
7.023481,10,1.586928
9.160439,12,1.59765
5.144736,9,1.59765
13.003913,15,1.626818
8.394247,20,1.643327
7.834122,20,1.650007
20.098531,23,1.680471
9.217888,16,1.686428
25.97181,23,1.71281
15.631346,29,1.747271
1.560211,11,1.757271
10.652371,18,1.764021
5.711612,10,1.78025
12.551176,19,1.796249
6.581463,10,1.80426
113.135947,77,1.879041
33.206882,29,1.903044
8.770149,30,1.917311
88.731987,76,1.995367
0.983221,23,2.015569
10.039516,19,2.029846
5.256911,9,2.029846
10.731108,12,2.046657
18.132857,21,2.066582
10.093216,11,2.075814
9.95063,12,2.094644
9.008999,18,2.110758
2.491039,9,2.113331
16.916768,25,2.129804
3.071114,18,2.146553
19.203824,38,2.184143
7.2183,15,2.198997
10.529799,14,2.21571
15.355458,20,2.229881
29.837231,32,2.246465
7.683469,12,2.265231
10.774399,17,2.276989
43.321382,26,2.298213
7.378757,17,2.309211
11.236152,21,2.336246
6.211752,14,2.346486
8.06519,11,2.346486
7.969432,11,2.36405
53.843088,40,2.400601
8.563986,16,2.413632
5.248335,10,2.430288
9.089035,17,2.445374
13.827493,27,2.463094
20.142267,24,2.48578
11.156186,13,2.49629
4.748772,19,2.510387
5.211792,10,2.518528
7.031574,20,2.542209
5.284949,9,2.550334
8.382847,11,2.557336
5.101501,9,2.563047
6.838257,11,2.563047
3.728011,13,2.579887
5.657526,26,2.605174
7.563526,15,2.613117
23.439241,24,2.634968
6.732502,12,2.652827
5.014178,10,2.659828
9.321676,18,2.66297
7.472679,14,2.679608
8.684303,13,2.699183
7.35951,18,2.713241
7.908853,14,2.713241
8.266506,14,2.736005
9.558094,12,2.746211
13.119721,16,2.767529
25.701051,27,2.779752
15.108551,18,2.803103
5.225768,8,2.81013
22.814791,27,2.833062
4.809927,8,2.839104
18.242715,22,2.846308
9.897994,14,2.877231
5.261403,11,2.887312
9.078084,11,2.896972
7.482308,17,2.910972
8.381051,16,2.912886
8.617539,29,2.929631
6.957898,10,2.95225
13.847489,20,2.962916
7.4851,30,3.00124
12.09094,17,3.013017
12.02078,14,3.013017
11.7494,13,3.040876
10.588332,29,3.062794
9.307317,18,3.079526
9.069751,13,3.110021
28.876057,42,3.146195
38.304616,53,3.179403
10.853191,17,3.207316
15.352676,20,3.231929
5.708239,11,3.240935
7.433844,16,3.253836
9.848111,17,3.263028
30.46641,44,3.303831
4.714563,10,3.311832
16.37694,27,3.341267
4.309115,10,3.349267
5.846024,11,3.357349
7.922372,16,3.362888
4.718425,14,3.381849
11.672354,16,3.39554
59.66334,47,3.429204
9.569057,14,3.429204
5.673818,10,3.45871
5.701155,9,3.465707
7.176589,18,3.480037
10.524451,27,3.501848
6.509763,10,3.510859
13.269319,19,3.512635
9.552379,12,3.534791
5.341659,9,3.537523
11.834643,21,3.566702
6.248918,11,3.58515
6.90704,25,3.626638
4.889146,8,3.639369
2.378643,10,3.656009
13.375718,25,3.715648
5.68089,10,3.726665
31.445127,28,3.746471
12.724147,22,3.762588
16.51125,21,3.802389
10.828651,15,3.814475
10.743881,14,3.824471
7.079338,16,3.829212
15.215479,22,3.845977
11.334891,16,3.862406
16.335345,20,3.89115
2.885974,10,3.908649
8.054889,12,3.921661
5.594871,9,3.929191
60.050938,46,5.485049
17.632781,19,5.503045
19.164212,20,5.520063
8.370032,12,5.529624
9.119891,15,5.543382
19.032739,28,5.576369
30.255589,26,5.600964
4.083579,12,5.611985
14.206428,23,5.629454
10.662293,27,5.645631
36.390309,40,5.692799
20.916243,22,5.709881
9.152746,13,5.710899
6.307331,12,5.728215
23.921926,30,5.744928
4.555499,9,5.766184
6.451928,11,5.769188
3.637612,8,5.783808
53.011024,52,5.828218
15.220741,15,5.849226
5.659924,10,5.857236
11.342711,16,5.861558
15.436535,19,5.884772
11.561277,22,5.999817
31.386232,38,6.047035
7.815455,15,6.061687
3.423583,16,6.07821
5.490963,9,6.08797
14.451912,17,6.105146
28.003263,24,6.128088
8.293778,13,6.157297
32.173056,31,6.178048
10.623325,20,6.205495
3.227976,18,6.219558
39.161245,35,6.251175
6.823221,10,6.267065
52.506658,49,6.307593
3.861812,10,6.315783
6.883938,11,6.31746
7.033967,12,6.327891
18.357053,20,6.345285
76.190044,43,6.39216
14.984087,16,6.403188
9.74982,22,6.411474
8.724343,13,6.429496
36.138877,44,6.461229
42.750813,47,6.505302
13.078475,19,6.520301
11.594229,20,6.533893
6.507229,12,6.544521
25.062311,23,6.562296
13.6855,14,6.574052
20.906903,22,6.593165
78.805339,68,6.656207
12.984796,17,6.661207
4.72403,9,6.676445
29.01726,29,6.69721
40.032929,32,6.711286
19.648778,22,6.749536
21.446975,19,6.764951
19.81616,20,6.777788
15.955213,16,6.795187
19.765409,27,6.811136
28.270859,38,6.85961
14.270597,16,6.875613
159.359071,89,6.973709
8.932303,22,6.991706
22.606124,20,7.009706
19.881861,20,7.027802
10.981497,15,7.027802
83.947011,48,7.089935
18.26518,23,7.106543
8.876783,15,7.110954
23.618497,25,7.127594
7.186697,12,7.144271
16.492737,17,7.164366
10.227412,25,7.192273
26.257593,23,7.209244
188.112466,118,7.303819
72.73718,61,7.344182
60.356181,59,7.4049
12.769243,17,7.418901
9.8492,26,7.427594
6.369316,11,7.448516
23.537959,20,7.460802
21.668639,35,7.4992
66.72372,47,7.54415
77.686297,46,7.594048
17.460328,17,7.60905
26.824553,26,7.640374
10.056969,16,7.654036
14.937001,19,7.66137
59.587128,44,7.707162
11.700841,28,7.735029
4.266212,10,7.752548
16.159045,22,7.773486
8.264043,14,7.78688
174.633896,106,7.885998
93.498027,54,7.931456
29.323045,25,7.944912
10.916091,14,7.965231
75.496113,69,8.027282
14.266882,20,8.046137
32.583978,26,8.068354
13.995929,19,8.077827
10.246468,14,8.102243
12.841557,13,8.114004
49.576114,49,8.143877
26.931923,26,8.160603
14.401871,16,8.177147
13.167088,18,8.205233
93.574435,53,8.243758
28.290568,31,8.281089
8.645217,18,8.293872
12.380321,21,8.312845
7.481391,29,8.342692
9.659048,14,8.354692
8.522727,18,8.361157
112.672382,77,8.520479
4.462507,20,8.564282
3.686182,11,8.574284
12.286486,17,8.577218
6.846045,11,8.598482
43.641296,38,8.633055
35.296798,49,8.68667
33.345659,29,8.710368
18.078833,20,8.726346
34.075213,37,8.757001
27.991328,25,8.78822
39.369593,35,8.810278
13.397349,15,8.831828
41.209244,30,8.860276
8.738583,20,8.876796
10.702323,13,8.876796
19.319607,23,8.915943
182.667913,98,8.993479
125.72722,65,9.068261
15.430232,17,9.076963
73.262367,41,9.125536
9.868487,15,9.147628
13.942449,18,9.160998
3.947344,11,9.160998
66.407565,70,9.226619
40.517532,31,9.261584
13.790339,31,9.282801
76.456785,43,9.309942
14.312617,31,9.345332
25.185855,20,9.367912
31.657687,39,9.393389
12.619731,34,10.76518
132.866852,70,10.831757
14.394872,18,10.844839
4.08116,9,10.851757
18.075386,16,10.863455
68.834737,41,10.990814
91.242277,49,11.0259
58.510997,53,11.08615
7.677511,19,11.100995
23.4689,23,11.109151
43.802793,26,11.142498
7.912825,11,11.142498
5.714551,28,11.179887
31.881647,27,11.206078
96.822454,52,11.243441
82.698424,48,11.27652
95.145781,55,11.342524
10.557081,16,11.368549
27.187387,25,11.393053
13.46144,16,11.422149
39.049407,34,11.453266
6.51598,9,11.463034
13.851138,22,11.475748
12.91504,17,11.492402
90.864982,50,11.551481
72.129076,41,11.584553
210.846966,143,11.692206
7.246942,12,11.709802
77.977795,45,11.755539
122.813183,77,11.808827
124.119487,90,11.8926
12.446111,16,11.8926
147.639193,71,11.965704
128.792755,66,12.008885
15.641708,40,12.042557
63.83629,37,12.080488
65.224549,38,12.108863
89.727502,49,12.142069
65.047896,49,12.192013
13.14003,26,12.2147
53.632915,43,12.248484
130.496908,81,12.319761
14.968858,36,12.342026
22.16253,27,12.35866
29.079314,36,12.403757
10.984839,29,12.423757
23.213603,25,12.441968
10.719395,18,12.458159
188.112925,105,12.541933
16.289705,18,12.565258
88.517748,58,12.621876
121.933152,84,12.675112
9.296993,19,12.697571
6.22153,9,12.716258
20.002088,28,12.740991
76.447142,59,12.791802
9.312641,16,12.791802
107.507632,62,12.864763
61.584796,48,12.891616
92.454829,50,12.953895
150.472533,84,13.008401
16.564301,20,13.051223
200.282659,114,13.163123
10.482794,25,13.174958
141.0675,80,13.265624
9.178065,15,13.286942
12.393086,21,13.320942
82.675982,45,13.388759
206.574172,102,13.463592
60.92244,37,13.498915
28.046731,25,13.508202
59.333194,60,13.566989
27.034073,31,13.604001
20.473381,21,13.608167
119.190799,72,13.67469
58.400095,36,13.720322
97.412008,58,13.769074
22.481958,23,13.789504
107.045427,59,13.845464
87.710256,58,13.895363
23.189498,23,13.914085
143.975359,71,13.97451
37.606178,36,14.00949
70.832865,46,14.055566
136.207356,72,14.107929
80.213203,53,14.153867
144.89795,106,14.24101
90.544114,50,14.295713
91.654621,49,14.336486
27.459815,27,14.362173
9.495049,35,14.404488
3.073571,9,14.413931
8.454812,13,14.426379
57.76664,34,14.457637
8.711198,15,14.457637
12.310586,19,14.474391
100.739197,53,14.539557
111.765936,58,16.032221
16.20156,25,16.039996
29.699476,25,16.086784
92.412627,52,16.123181
8.455188,13,16.142998
62.468218,35,16.170619
56.910637,34,16.207262
6.821802,11,16.213218
27.806463,25,16.228308
163.120571,89,16.306525
110.894472,63,16.36012
103.697252,55,16.413072
108.232112,68,16.460344
