#{"t_start": 1766979066.6026306, "env_id": "CustomHopper-source-v0"}
r,l,t
1.741012,16,0.055753
7.662429,11,0.066026
22.287682,34,0.10583
25.121899,25,0.127483
4.921485,9,0.144924
10.271563,13,0.159543
6.556565,16,0.17471
66.024221,54,0.221503
2.466249,13,0.233542
16.619939,22,0.260787
4.457297,16,0.273078
6.715124,13,0.283073
12.503936,26,0.303416
7.184478,12,0.303416
8.614413,17,0.319222
15.917773,17,0.341332
18.387399,19,0.361738
4.285538,25,0.38291
3.783874,9,0.390258
14.972254,17,0.402411
48.366849,47,0.435791
9.835925,12,0.435791
5.829714,12,0.45894
7.999923,12,0.475705
9.047734,13,0.484705
153.631347,89,0.553888
15.636945,17,0.575368
11.770485,18,0.593329
15.050233,15,0.609502
10.546067,14,0.622683
2.917897,11,0.635985
0.751416,10,0.635985
5.860046,14,0.652707
21.965336,38,0.712186
8.55035,12,0.725188
19.901821,26,0.749851
4.290396,13,0.760502
2.769377,22,0.775477
8.540224,17,0.804938
19.506904,21,0.824069
23.165097,23,0.843754
12.835927,23,0.864483
3.580798,8,0.87373
34.010558,35,0.911873
3.570263,13,0.922868
7.555982,18,0.935674
29.365916,28,0.952304
7.000498,20,0.975767
7.44122,11,0.985099
5.70621,16,0.998247
25.51595,22,1.027897
6.15948,11,1.037675
7.755022,22,1.058219
87.220438,57,1.106762
20.383835,19,1.131294
16.45679,20,1.147697
90.273191,64,1.201638
4.592053,13,1.215738
10.148467,22,1.246705
4.535065,8,1.254236
18.027996,19,1.270896
27.103966,32,1.285492
13.903429,24,1.406261
8.812967,14,1.436352
11.361199,16,1.436352
9.090427,30,1.481484
8.990264,16,1.496486
13.782497,15,1.504151
7.952443,13,1.520162
5.620902,11,1.531791
6.998999,13,1.543115
9.048349,13,1.554372
11.206567,19,1.577346
13.422845,18,1.593637
11.727407,13,1.60406
7.023481,10,1.61207
9.160439,12,1.618697
5.144736,9,1.618697
13.003913,15,1.642689
8.394247,20,1.651986
7.834122,20,1.678703
20.098531,23,1.708846
9.217888,16,1.722694
25.97181,23,1.742703
15.631346,29,1.768645
1.560211,11,1.776846
10.652371,18,1.785245
5.711612,10,1.800647
12.551176,19,1.823197
6.581463,10,1.831197
113.135947,77,1.887931
33.206882,29,1.927024
8.770149,30,1.957288
88.731987,76,2.020427
0.983221,23,2.048069
10.039516,19,2.064072
5.256911,9,2.073273
10.731108,12,2.081273
18.132857,21,2.100197
10.093216,11,2.101856
9.95063,12,2.120428
9.008999,18,2.135197
2.491039,9,2.143594
16.916768,25,2.172268
3.071114,18,2.185283
19.203824,38,2.220357
7.2183,15,2.232404
10.529799,14,2.246068
15.355458,20,2.263694
29.837231,32,2.299828
7.683469,12,2.309773
10.774399,17,2.318338
43.321382,26,2.335557
7.378757,17,2.352472
11.236152,21,2.378417
6.211752,14,2.395602
8.06519,11,2.405677
7.969432,11,2.413706
53.843088,40,2.44895
8.563986,16,2.461696
5.248335,10,2.471772
9.089035,17,2.488507
13.827493,27,2.515209
20.142267,24,2.534974
11.156186,13,2.545202
4.748772,19,2.551965
5.211792,10,2.569005
7.031574,20,2.585349
5.284949,9,2.59135
8.382847,11,2.608704
5.101501,9,2.615705
6.838257,11,2.625704
3.728011,13,2.636851
5.657526,26,2.651441
7.563526,15,2.671993
23.439241,24,2.690293
6.732502,12,2.690293
5.014178,10,2.715523
9.321676,18,2.728725
7.472679,14,2.738916
8.684303,13,2.75101
7.35951,18,2.765911
7.908853,14,2.77788
8.266506,14,2.78521
9.558094,12,2.801945
13.119721,16,2.824529
25.701051,27,2.846881
15.108551,18,2.861185
5.225768,8,2.866434
22.814791,27,2.884813
4.809927,8,2.884813
18.242715,22,2.907265
9.897994,14,2.931943
5.261403,11,2.940947
9.078084,11,2.950946
7.482308,17,2.966026
8.381051,16,2.981802
8.617539,29,3.007808
6.957898,10,3.007808
13.847489,20,3.034119
7.4851,30,3.071152
12.09094,17,3.087406
12.02078,14,3.101814
11.7494,13,3.107486
10.588332,29,3.140628
9.307317,18,3.163021
9.069751,13,3.174023
28.876057,42,3.208523
38.304616,53,3.251251
10.853191,17,3.275517
